Stopword Removal,Stemming
"['developer', 'terhormat', 'hallo', 'pengguna', 'aplikasi', 'saran', 'tolong', 'diperbaiki', 'kekurangan', 'pas', 'masuk', 'app', 'lambat', 'banget', 'suka', 'pikir', 'bukan', 'jaringan', 'seluler', 'nya', 'aplikasinya', 'sekian', 'terima', 'kasih']",developer hormat hallo guna aplikasi saran tolong baik kurang pas masuk app lambat banget suka pikir bukan jaring seluler nya aplikasi sekian terima kasih
"['coba', 'xl', 'mengecewakan', 'bayangkan', 'menit', 'sms', 'pulsa', 'habis', 'intinya', 'disuruh', 'mengisi', 'tidak', 'butuh', 'pulsa', 'jatuhnya', 'spam', 'mengganggu', 'andai', 'rating', 'minus']",coba xl kecewa bayang menit sms pulsa habis inti suruh isi tidak butuh pulsa jatuh spam ganggu andai rating minus
"['unduh', 'aplikasi', 'myxl', 'keterangan', 'gagal', 'memuat', 'data', 'coba', 'klik', 'xl', 'toko', 'tidak', 'gambar', 'tulisan', 'ram', 'internal', 'kecewa', 'auto', 'tidak', 'pakai', 'kartu', 'xl']",unduh aplikasi myxl terang gagal muat data coba klik xl toko tidak gambar tulis ram internal kecewa auto tidak pakai kartu xl
"['kecewa', 'aplikasi', 'my', 'xl', 'menunggu', 'lambat', 'banget', 'suka', 'rusak', 'aplikasinya', 'tidak', 'lancar', 'mohon', 'xl', 'memperbaiki', 'sistem', 'aplikasi', 'my', 'xl', 'konsumen', 'menggunakannya', 'nyaman', 'tidak', 'terhambat', 'terima kasih']",kecewa aplikasi my xl tunggu lambat banget suka rusak aplikasi tidak lancar mohon xl baik sistem aplikasi my xl konsumen guna nyaman tidak hambat terima kasih
"['xl', 'jaringan', 'payah', 'paket', 'data', 'beli', 'bos', 'tidak', 'hutang', 'tidak', 'kredit', 'tidak', 'kualitas', 'jaringan', 'nya', 'sinyal', 'pencapaian', 'game', 'rusak', 'sinyal', 'jelek', 'tahap', 'proses', 'pemaksimalan', 'gawai', 'jaringan', 'tidak', 'sanggup', 'layani', 'konsumen', 'merger', 'tutup', 'bos', 'kecewa', 'bisanya', 'andai', 'rating', 'bintang', 'kasih', 'bintang', 'maaf', 'terima', 'kasih']",xl jaring payah paket data beli bos tidak hutang tidak kredit tidak kualitas jaring nya sinyal capai game rusak sinyal jelek tahap proses maksimal gawai jaring tidak sanggup layan konsumen merger tutup bos kecewa bisa andai rating bintang kasih bintang maaf terima kasih
"['mantap', 'sih', 'lumayan', 'cuman', 'main', 'game', 'area', 'sinyalnya', 'suka', 'bergurau', 'pas', 'beranda', 'warna', 'hijau', 'cuman', 'pas', 'main', 'game', 'turun', 'drastis', 'mohon', 'perbaikin', 'deh', 'ping', 'nya', 'terima kasih']",mantap sih lumayan cuman main game area sinyal suka gurau pas beranda warna hijau cuman pas main game turun drastis mohon perbaikin deh ping nya terima kasih
"['milih', 'kartu', 'xl', 'murah', 'kualitasnya', 'rendah', 'memkry', 'kosong', 'kejar', 'hapus', 'beli', 'paketan', 'gak', 'potong', 'pulsanya', 'suka', 'gak', 'buka', 'alasan', 'perbaikan', 'perbaikan', 'hahh', 'bicara', 'memory', 'internal', 'kejar', 'gini', 'gak']",milih kartu xl murah kualitas rendah memkry kosong kejar hapus beli paket gak potong pulsa suka gak buka alas baik baik hahh bicara memory internal kejar gin gak
"['aplikasi', 'nya', 'berat', 'sulit', 'dibuka', 'error', 'tidak', 'sederhana', 'aplikasinya', 'mudah', 'akses', 'tolong', 'perhatian', 'nya', 'admin', 'aplikasi', 'type', 'seluler', 'berat', 'dibuka', 'error', 'tolong', 'perbaiki', 'jangan', 'meningkatkan', 'memperbaiki']",aplikasi nya berat sulit buka error tidak sederhana aplikasi mudah akses tolong perhati nya admin aplikasi type seluler berat buka error tolong baik jangan tingkat baik
"['app', 'myxl', 'error', 'rusak', 'kah', 'akubudh', 'coba', 'pesan', 'service', 'abak', 'abal', 'bingung', 'pemberitahuan', 'kacau', 'dha', 'berhasil', 'login', 'udh', 'ikuti', 'saran', 'internet', 'app', 'myxl']",app myxl error rusak kah akubudh coba pesan service abak abal bingung pemberitahuan kacau dha hasil login udh ikut saran internet app myxl
"['sinyal', 'bagus', 'kuota', 'buka', 'my', 'xl', 'tulisan', 'coba', 'ga', 'koneksi', 'internet', 'kesini', 'xl', 'ga', 'banget', 'tolong', 'developer', 'diperbaiki', 'aplikasi']",sinyal bagus kuota buka my xl tulis coba ga koneksi internet kesini xl ga banget tolong developer baik aplikasi
"['tog', 'diperbaiki', 'pas', 'masuk', 'aplikasinya', 'suka', 'lelet', 'jaringan', 'lumer', 'banget', 'kesalahan', 'error', 'koneksi', 'langganan', 'xl', 'handphone', 'sukses']",tog baik pas masuk aplikasi suka lelet jaring lumer banget salah error koneksi langgan xl handphone sukses
"['aplikasi', 'error', 'melulu', 'isi', 'kouta', 'tetep', 'kesalahan', 'bayar', 'pakai', 'apapun', 'tetep', 'mohon', 'perbaiki', 'aplikasi', 'mempermudah', 'konsumen']",aplikasi error melulu isi kouta tetep salah bayar pakai apa tetep mohon baik aplikasi mudah konsumen
"['koneksi', 'jaringan', 'gagal', 'menunggu', 'proses', 'perbaikan', 'perbaiki', 'pelayanan', 'xl', 'pengaduan', 'telepon', 'center', 'suruh', 'ulang', 'seluler', 'cuman', 'ku', 'banting']",koneksi jaring gagal tunggu proses baik baik layan xl adu telepon center suruh ulang seluler cuman ku banting
"['xl', 'ko', 'lag', 'melulu', 'udh', 'lag', 'xl', 'udh', 'gak', 'kayak', 'bagus', 'lag', 'melulu', 'kuota', 'mohon', 'xl', 'tolong', 'perbaiki', 'jaringan', 'nya', 'udh', 'bagus', 'kasih', 'bintang', 'sekian', 'terima kasih']",xl ko lag melulu udh lag xl udh gak kayak bagus lag melulu kuota mohon xl tolong baik jaring nya udh bagus kasih bintang sekian terima kasih
"['konsumen', 'xl', 'tidak', 'point', 'miliki', 'pikir', 'pembelian', 'paket', 'otomatis', 'point', 'masuk', 'kacau', 'mesti', 'klik', 'gk', 'praktis', 'nya', 'xl', 'ku']",konsumen xl tidak point milik pikir beli paket otomatis point masuk kacau mesti klik gk praktis nya xl ku
"['xl', 'tidak', 'mengadakan', 'telepon', 'center', 'kaya', 'pakai', 'langsung', 'pesan', 'langsung', 'pesan', 'permasalahan', 'ditambah', 'pesan', 'konsumen', 'nya']",xl tidak ada telepon center kaya pakai langsung pesan langsung pesan masalah tambah pesan konsumen nya
"['aplikasinya', 'bagus', 'tolong', 'performa', 'aplikasi', 'ditingkatkan', 'tambahkan', 'fitur', 'hapus', 'notifikasi', 'menurunkan', 'performa', 'aplikasi', 'sekian', 'terima', 'kasih']",aplikasi bagus tolong performa aplikasi tingkat tambah fitur hapus notifikasi turun performa aplikasi sekian terima kasih
"['jaringan', 'buruk', 'aplikasi', 'tidak bisa', 'buka', 'berulang', 'kali', 'hapus', 'cache', 'data', 'unin', 'pasang', 'ulang', '&', 'restart', 'seluler', 'tetep', 'kgk', 'dibuka', 'sesal', 'isi', 'pulsa', 'tidak bisa', 'dipaketin', 'udh', 'gitu', 'mahal', 'paketannya', 'beli', 'non', 'aplikasi', 'auto', 'copot', 'selamat', 'tinggal']",jaring buruk aplikasi tidak bisa buka ulang kali hapus cache data unin pasang ulang  restart seluler tetep kgk buka sesal isi pulsa tidak bisa dipaketin udh gitu mahal paket beli non aplikasi auto copot selamat tinggal
"['bagus', 'disayangkan', 'tower', 'xl', 'kepulauan', 'nias', 'terbatas', 'titik', 'seandainya', 'kecamatan', 'provider', 'sebelah', 'pindah', 'xl', 'dihitung', 'jari', 'xl', 'kepulauan', 'nias']",bagus sayang tower xl pulau nias batas titik anda camat provider belah pindah xl hitung jari xl pulau nias
"['iya', 'pulsa', 'kesedot', 'pemakaian', 'internet', 'paketan', 'internet', 'pakai', 'provider', 'kartu', 'xl', 'teman', 'klien', 'mengerti', 'iya', 'nomor', 'xl', 'tsb', 'iya', 'dipakai', 'telepon', 'gak', 'pakai', 'internet', 'xl', 'axiata', 'kembalikan', 'pulsa']",iya pulsa sedot pakai internet paket internet pakai provider kartu xl teman klien erti iya nomor xl tsb iya pakai telepon gak pakai internet xl axiata kembali pulsa
"['pelayanan', 'virtual', 'pesan', 'minus', 'lambat', 'tidak', 'membantu', 'kayaknya', 'telepon', 'center', 'nya', 'kasih', 'nama', 'samaran', 'maya', 'kasih', 'bintang', 'pelayanannya', 'buruk', 'nasabah', 'xl', 'prioritas', 'pelayanan', 'nya', 'ga', 'layak', 'prioritas']",layan virtual pesan minus lambat tidak bantu kayak telepon center nya kasih nama samar maya kasih bintang layan buruk nasabah xl prioritas layan nya ga layak prioritas
"['gampang', 'error', 'beli', 'pulsa', 'tidak', 'masuk', 'mendesak', 'banget', 'pusat', 'bantuan', 'nya', 'tidak', 'berfungsi', 'pusat', 'bantuan', 'tidak', 'mengatasi']",gampang error beli pulsa tidak masuk desak banget pusat bantu nya tidak fungsi pusat bantu tidak atas
"['jelek', 'banget', 'jaringan', 'nya', 'bikin', 'toxic', 'nge', 'game', 'ampas', 'banget', 'sumpah', 'ga', 'benerin', 'kali', 'yak', 'bbyak', 'komplain', 'hadehh', 'jaringan', 'nya', 'alias', 'ampas', 'aplikasi', 'xl', 'nya', 'suka', 'nge', 'bug', 'ga', 'kadang', 'ga', 'buka', 'ga', 'opsi', 'beli', 'paket', 'sya', 'beli']",jelek banget jaring nya bikin toxic nge game ampas banget sumpah ga benerin kali yak bbyak komplain hadehh jaring nya alias ampas aplikasi xl nya suka nge bug ga kadang ga buka ga opsi beli paket sya beli
"['mohon', 'maaf', 'bu', 'to', 'the', 'point', 'kinerja', 'xl', 'kian', 'kian', 'menurun', 'semoga', 'xl', 'mengembalikan', 'kenyamanan', 'pengguna', 'xl']",mohon maaf bu to the point kerja xl kian kian turun moga xl kembali nyaman guna xl
"['sinyal', 'stabil', 'mohon', 'perbaiki', 'jangkauan', 'wilayah', 'sinyal', 'nikmati', 'wilayah', 'perluas', 'jaringan', 'pengguna', 'xl']",sinyal stabil mohon baik jangkau wilayah sinyal nikmat wilayah luas jaring guna xl
"['komplain', 'perpanjang', 'paketan', 'lelet', 'kecepatan', 'mb', 'batasi', 'tidak', 'main', 'game', 'nonton', 'youtube', 'muter', 'muter']",komplain panjang paket lelet cepat mb batas tidak main game nonton youtube muter muter
"['maaf', 'my', 'xl', 'iyaa', 'paketin', 'data', 'my', 'xl', 'gak', 'iyaa', 'restart', 'bersih', 'aplikasi', 'unduh', 'ulang', 'my', 'xl', 'tidak', 'paket', 'data', 'my', 'xl', 'tolong', 'bantu']",maaf my xl iyaa paketin data my xl gak iyaa restart bersih aplikasi unduh ulang my xl tidak paket data my xl tolong bantu
"['lucu', 'xl', 'jaringan', 'nya', 'sinyal', 'penuh', 'kuota', 'ku', 'sebulan', 'handphone', 'tidak', 'koneksi', 'ganti', 'indosat', 'okay', 'banget', 'lancar', 'handphone', 'ku', 'tidak', 'bermasalah', 'jaringan', 'xl', 'bisnis', 'rugi', 'gara', 'pakai', 'jaringan', 'xl']",lucu xl jaring nya sinyal penuh kuota ku bulan handphone tidak koneksi ganti indosat okay banget lancar handphone ku tidak masalah jaring xl bisnis rugi gara pakai jaring xl
"['ga', 'buka', 'aplikasi', 'myxl', 'ulasan', 'balasannya', 'hubungi', 'maya', 'cache', 'ga', 'membantu', 'dicoba', 'ga']",ga buka aplikasi myxl ulas balas hubung maya cache ga bantu coba ga
"['bonus', 'myxl', 'app', 'gak', 'langsung', 'otomatis', 'pakai', 'xl', 'kali', 'ganti', 'no', 'pakai', 'xl', 'kecewa', 'internet', 'gu', 'stop', 'pakai', 'xl', 'sinyal', 'lelet', 'tower', 'dimana', 'kuasai', 'xl', 'tower', 'sinyalnya', 'minus', 'kota', 'sinyalnya', 'ampun', 'lelet', 'daerah', 'pelosok']",bonus myxl app gak langsung otomatis pakai xl kali ganti no pakai xl kecewa internet gu stop pakai xl sinyal lelet tower mana kuasa xl tower sinyal minus kota sinyal ampun lelet daerah pelosok
"['haduh', 'pusing', 'deh', 'bikin', 'jaringan', 'xl', 'siang', 'mati', 'melulu', 'mati', 'nya', 'sebentar', 'mah', 'gak', 'tidak', 'nyala', 'nyala', 'pokok', 'ga', 'puas', 'beli', 'paket', 'mahal', 'mahal']",haduh pusing deh bikin jaring xl siang mati melulu mati nya sebentar mah gak tidak nyala nyala pokok ga puas beli paket mahal mahal
"['myxl', 'tolong', 'perhatiannya', 'juli', 'desember', 'poin', 'tidak', 'penambahan', 'tetep', 'beli', 'paketnya', 'myxl', 'tolong', 'kejelasannya']",myxl tolong perhati juli desember poin tidak tambah tetep beli paket myxl tolong jelas
"['aplikasi', 'menu', 'layanan', 'xlhome', 'pengaduan', 'pemeliharaan', 'ulasan', 'pengaduan', 'layanan', 'apapun', 'aplikasi', 'myxl', 'panggilan', 'telepon']",aplikasi menu layan xlhome adu pelihara ulas adu layan apa aplikasi myxl panggil telepon
"['perpanjang', 'paket', 'data', 'harga', 'isi', 'pulsa', 'dipaksa', 'besok', 'nya', 'lenyap', 'tinggal', 'kemana', 'tidak', 'riwayat', 'transaksi', 'aplikasi', 'xl', 'nya', 'tolong', 'balikin', 'pulsa', 'sya']",panjang paket data harga isi pulsa paksa besok nya lenyap tinggal mana tidak riwayat transaksi aplikasi xl nya tolong balikin pulsa sya
"['kartu', 'xl', 'konsumen', 'setia', 'xl', 'home', 'sebulan', 'sdh', 'xl', 'home', 'habis', 'ga', 'habis', 'kuota', 'hangus', 'kuota', 'sisa', 'kuota', 'hangus', 'sisa', 'mb', '&', 'parahnya', 'tanggal', 'des', 'kuota', 'ga', 'hangus', 'tidak', 'ditambah', 'menghubungi', 'gangguan', 'terima kasih', 'nomor', 'pengaduan', 'dijanjikan', 'cepat', 'jam', 'ga', 'ditambah', 'parah']",kartu xl konsumen setia xl home bulan sdh xl home habis ga habis kuota hangus kuota sisa kuota hangus sisa mb  parah tanggal des kuota ga hangus tidak tambah hubung ganggu terima kasih nomor adu janji cepat jam ga tambah parah
"['tolong', 'terbaru', 'error', 'main', 'game', 'online', 'sinyal', 'nya', 'error', 'ping', 'merah', 'tolong', 'perbaiki', 'jaringan', 'nya', 'tidak', 'konsumen', 'pindah', 'operator']",tolong baru error main game online sinyal nya error ping merah tolong baik jaring nya tidak konsumen pindah operator
"['aplikasi', 'myxl', 'membantu', 'informasi', 'sisa', 'pulsa', 'informasi', 'kuota', 'paket', 'tersisa', 'fasilitas', 'semoga', 'kedepannya', 'aplikasi', 'myxl', 'program', 'diskon', 'bonus', 'promo', 'kemudah', 'pelayanan', 'konsumen', 'layanan', 'xl', 'xl', 'berkembang', 'maju', 'konsumen', 'setia', 'konsumen', 'xl', 'utamakan', 'konsumen', 'pelayanan', 'prioritas', 'konsumen', 'jangan', 'kasta', 'status', 'sosial', 'nya', 'salam', 'mulyadi']",aplikasi myxl bantu informasi sisa pulsa informasi kuota paket sisa fasilitas moga depan aplikasi myxl program diskon bonus promo mudah layan konsumen layan xl xl kembang maju konsumen setia konsumen xl utama konsumen layan prioritas konsumen jangan kasta status sosial nya salam mulyadi
"['aplikasi', 'membantu', 'pembayaran', 'bank', 'bank', 'tolong', 'pembayaran', 'banknya', 'iya', 'jangan', 'bank', 'developer', 'terima kasih']",aplikasi bantu bayar bank bank tolong bayar bank iya jangan bank developer terima kasih
"['pakai', 'myxl', 'dipakai', 'aplikasinya', 'gak', 'respon', 'diperbarui', 'gak', 'perubahan', 'transaksi', 'pembelian', 'kuota', 'aplikasinya', 'gak', 'respon', 'langsung', 'coba', 'kali', 'mohon', 'diperbaiki']",pakai myxl pakai aplikasi gak respon baru gak ubah transaksi beli kuota aplikasi gak respon langsung coba kali mohon baik
"['tulisan', 'maaf', 'my', 'xl', 'tidak', 'menanggapi', 'terpaksa', 'tanggapan', 'developer', 'perusahaan', 'xl', 'tidak', 'konsisten', 'apapun', 'berdampak', 'buruk', 'pengguna', 'bonus', 'memindai', 'tidak', 'pakai', 'beli', 'voucer', 'bonus', 'memindai', 'tidak', 'aktifkan']",tulis maaf my xl tidak tanggap paksa tanggap developer usaha xl tidak konsisten apa dampak buruk guna bonus pindai tidak pakai beli voucer bonus pindai tidak aktif
"['halo', 'tidak bisa', 'dibuka', 'app', 'xl', 'nya', 'bantuan', 'tanggap', 'nya', 'lambat', 'banget', 'nunggu', 'kepotong', 'pulsa', 'nya', 'apasi', 'xl', 'balas', 'ulasan', 'make', 'link', 'bukan', 'nya', 'balas', 'sesuai', 'kritikan', 'gimana', 'si', 'hadeuh', 'capek', 'banget', 'terbaru', 'tidak ada uang', 'feedback', 'pengguna']",halo tidak bisa buka app xl nya bantu tanggap nya lambat banget nunggu potong pulsa nya apas xl balas ulas make link bukan nya balas sesuai kritik gimana si hadeuh capek banget baru tidak ada uang feedback guna
"['payah', 'banget', 'beli', 'paket', 'tulisan', 'kesalahan', 'beli', 'paketnya', 'aplikasi', 'lebih baik', 'app', 'nya', 'normal', 'app', 'nya', 'bobrok', 'banget']",payah banget beli paket tulis salah beli paket aplikasi lebih baik app nya normal app nya bobrok banget
"['sih', 'bukan', 'perbaikan', 'buruk', 'ga', 'kebukanya', 'diuji', 'sebarkan', 'anehnya', 'jaringan', 'internet', 'provider', 'simerah', 'sinyal', 'penuh', 'internet', 'mati', 'jaringan', 'pesaing', 'berat', 'xl', 'tower', 'numpang', 'pemancar', 'gitu', 'penyakitnya', 'gini', 'aktifin', 'kuota', 'xl', 'simerah', 'nya', 'penyakitnya', 'saingan', 'menyamai', 'yahh']",sih bukan baik buruk ga buka uji sebar aneh jaring internet provider simerah sinyal penuh internet mati jaring saing berat xl tower numpang pancar gitu sakit gin aktifin kuota xl simerah nya sakit saing sama yahh
"['kq', 'gak', 'gini', 'seh', 'jaringan', 'nya', 'masuk', 'aplikasi', 'my', 'xl', 'gak', 'tolong', 'diperkuat', 'jaringan', 'nya', 'hujan', 'badai', 'ttp', 'gitu', 'pengguna', 'loh', 'dikartu', 'xl']",kq gak gin seh jaring nya masuk aplikasi my xl gak tolong kuat jaring nya hujan badai ttp gitu guna loh kartu xl
"['aplikasi', 'terbaru', 'terbaru', 'gak', 'cek', 'kouta', 'pulsanya', 'aplikasi', 'tulisan', 'gagal', 'memuat', 'data', 'coba', 'tolong']",aplikasi baru baru gak cek kouta pulsa aplikasi tulis gagal muat data coba tolong
"['baca', 'ulasan', 'bonus', 'xtra', 'kuota', 'diklaim', 'aplikasi', 'myxl', 'klaim', 'menit', 'isi', 'pulsa', 'harapan', 'palsu', 'bonus', 'tidak', 'klaim', 'muncul', 'notif', 'kesalahan', 'konfirmasi', 'pikir', 'laporan', 'kinerja', 'xl', 'menjadikannya', 'kenyataannya', 'perusahaan', 'tuli', 'kritik']",baca ulas bonus xtra kuota klaim aplikasi myxl klaim menit isi pulsa harap palsu bonus tidak klaim muncul notif salah konfirmasi pikir lapor kerja xl jadi nyata usaha tuli kritik
"['sistem', 'bokbrok', 'terbaru', 'bagus', 'ajah', 'masuk', 'aplikasi', 'versi', 'teranyar', 'gak', 'kuota', 'kuota', 'ttep', 'ngotot', 'maaf', 'kuota', 'habis', 'gila', 'auto', 'hapus', 'gak', 'berguna', 'bgsd']",sistem bokbrok baru bagus ajah masuk aplikasi versi anyar gak kuota kuota ttep ngotot maaf kuota habis gila auto hapus gak guna bgsd
"['xl', 'bagus', 'jaringannya', 'dipakai', 'pelosok', 'daerah', 'center', 'telepon', 'nya', 'ramah', 'mudah', 'dimengerti', 'keamanan', 'buka', 'akun', 'nya', 'teliti', 'produk', 'xl', 'terbaru', 'menunggu']",xl bagus jaring pakai pelosok daerah center telepon nya ramah mudah erti aman buka akun nya teliti produk xl baru tunggu
"['mengambil', 'bonus', 'kuota', 'aplikasi', 'my', 'xl', 'bayangin', 'isi', 'pulsa', 'bonus', 'mengambil', 'nya', 'my', 'xl', 'otomatis', 'aktifin', 'data', 'iya', 'pulsa', 'terpotong', 'gak', 'beli', 'kuota', 'sesat']",ambil bonus kuota aplikasi my xl bayangin isi pulsa bonus ambil nya my xl otomatis aktifin data iya pulsa potong gak beli kuota sesat
"['sinyal', 'bagus', 'pemotongan', 'pulsa', 'berjalan', 'tidak', 'layanan', 'internet', 'merugikan', 'konsumen', 'xl', 'kedepannya', 'operator', 'xl', 'tidak', 'operator', 'tidak', 'memotong', 'pulsa', 'xl', 'internet']",sinyal bagus potong pulsa jalan tidak layan internet rugi konsumen xl depan operator xl tidak operator tidak potong pulsa xl internet
"['main', 'game', 'lelet', 'tidak bisa', 'masuk', 'permainan', 'ff', 'xl', 'unlimited', 'buruk', 'kali', 'bawa', 'game', 'ff', 'tidak bisa', 'masuk', 'lobi', 'pakai', 'jaringan', 'kentang']",main game lelet tidak bisa masuk main ff xl unlimited buruk kali bawa game ff tidak bisa masuk lobi pakai jaring kentang
"['alhamdulillah', 'perubahan', 'tolong', 'dikembangkan', 'mengolah', 'jaringan', 'bentuk', 'ucapan', 'terkadang', 'menyakiti', 'perasaan', 'orang', 'sadari', 'dikala', 'penyesalan', 'perasaan', 'sedu', 'sedan', 'menghukum', 'ucapkan', 'maaf', 'beribu', 'maaf', 'dik', 'maya']",alhamdulillah ubah tolong kembang olah jaring bentuk ucap terkadang sakit asa orang sadar kala sesal asa sedu sedan hukum ucap maaf ibu maaf dik maya
"['minggu', 'sinyal', 'xl', 'gk', 'bagus', 'susah', 'seluler', 'bikin', 'orang', 'susah', 'keperluan', 'sehari', 'ganti', 'kartu', 'nya', 'xl', 'susah', 'buruk']",minggu sinyal xl gk bagus susah seluler bikin orang susah perlu hari ganti kartu nya xl susah buruk
"['tolong', 'kuota', 'malam', 'nya', 'jangan', 'lahh', 'ditaruh', 'jam', 'jaringan', 'sekolah', 'dan lain lain', 'sayang', 'kuota', 'malam', 'nya', 'banget', 'pakai', 'sapa', 'pakai', 'orang', 'pakai', 'tidur', 'suruh', 'bangun', 'malam', 'mohon', 'kebijakannya']",tolong kuota malam nya jangan lahh taruh jam jaring sekolah dan lain lain sayang kuota malam nya banget pakai sapa pakai orang pakai tidur suruh bangun malam mohon bijak
"['konsumen', 'xl', 'setia', 'kasih', 'bonus', 'sayati', 'ganti', 'nomor', 'hilang', 'hpnya', 'xl', 'melacak', 'keberadaan', 'seluler', 'terima kasih']",konsumen xl setia kasih bonus sayat ganti nomor hilang hpnya xl lacak ada seluler terima kasih
"['solo', 'jawa', 'xl', 'gangguan', 'terkadang', 'sinyal', 'gak', 'muncul', 'kuota', 'xl', 'pulsa', 'dimohon', 'xl', 'memperbaiki', 'jaringan', 'dikarena', 'mengganggu', 'aktivitas', 'kerjaan']",solo jawa xl ganggu terkadang sinyal gak muncul kuota xl pulsa mohon xl baik jaring karena ganggu aktivitas kerja
"['jatuh', 'tempo', 'tanggal', 'jun', 'diisi', 'pulsa', 'ribu', 'tanggal', 'jun', 'jatuh', 'temponya', 'tanggal', 'juli', 'isi', 'pulsa', 'ribu', 'aktif', 'tanggal', 'tanggal', 'jun', 'pulsa', 'ditambah', 'ribu', 'aktifnya', 'tanggal', 'juli', 'tanggal', 'isi', 'pulsa', 'ko', 'aktifnya', 'isi', 'pulsa', 'isi', 'rugii', 'ii']",jatuh tempo tanggal jun isi pulsa ribu tanggal jun jatuh tempo tanggal juli isi pulsa ribu aktif tanggal tanggal jun pulsa tambah ribu aktif tanggal juli tanggal isi pulsa ko aktif isi pulsa isi rugi ii
"['jawa', 'timur', 'jaringan', 'xl', 'susah', 'seluler', 'jaringan', 'tolong', 'dibenah', 'konsumen', 'pindah', 'sebelah', 'tidak', 'perbaikan']",jawa timur jaring xl susah seluler jaring tolong benah konsumen pindah belah tidak baik
"['harga', 'paketan', 'murah', 'sesuai', 'kecewa', 'sinyal', 'lancar', 'jaya', 'kesini', 'buruk', 'parah', 'hilang', 'tolong', 'xl', 'perbaiki', 'pengguna', 'xl', 'berpindah', 'provider']",harga paket murah sesuai kecewa sinyal lancar jaya kesini buruk parah hilang tolong xl baik guna xl pindah provider
"['aneh', 'banget', 'bikin', 'paket', 'kemarin', 'besok', 'paket', 'pas', 'buka', 'aplikasi', 'myxl', 'paket', 'kehapus', 'paket', 'hilang', 'gitu', 'pas', 'paket', 'hiis']",aneh banget bikin paket kemarin besok paket pas buka aplikasi myxl paket hapus paket hilang gitu pas paket hiis
"['sih', 'susah', 'lihat', 'sisa', 'data', 'gk', 'muncul', 'tulisan', 'gagal', 'memuat', 'data', 'gitu', 'terbaru']",sih susah lihat sisa data gk muncul tulis gagal muat data gitu baru
"['mohon', 'maaf', 'bintang', 'puas', 'layanannya', 'kesini', 'aneh', 'bonusnya', 'ga', 'klaim', 'memenuhi', 'syarat', 'point', 'my', 'xl', 'nya', 'ga']",mohon maaf bintang puas layan kesini aneh bonus ga klaim penuh syarat point my xl nya ga
"['pakai', 'jaringan', 'jarang', 'banget', 'stabil', 'malam', 'main', 'game', 'terkadang', 'sinyalnya', 'darurat', 'hilang', 'bukan', 'sambung', 'afk', 'terima kasih']",pakai jaring jarang banget stabil malam main game terkadang sinyal darurat hilang bukan sambung afk terima kasih
"['beli', 'kuota', 'masuk', 'komplain', 'banget', 'prosesnya', 'ditunggu', 'berminggu', 'minggu', 'masuk', 'ga', 'komplain', 'kirim', 'hasil', 'ss', 'disitu', 'kuota', 'masuk', 'tidak', 'sesuai', 'kuota', 'sesuai', 'keren']",beli kuota masuk komplain banget proses tunggu minggu minggu masuk ga komplain kirim hasil ss situ kuota masuk tidak sesuai kuota sesuai keren
"['hay', 'konsumen', 'xl', 'xl', 'lemah', 'pindah', 'kartu', 'as', 'bang', 'abang', 'promo', 'super', 'diskon', 'wow', 'jawa', 'timur', 'udh', 'pindah', 'kartu', 'as', 'sinyal', 'ok', 'no', 'lag', 'tempur', 'xl', 'promo', 'diskon', 'gedein', 'sinyal', 'lemah', 'semenjak', 'keberadaan', 'sinyal', 'memburuk', 'sinyal', 'xl', 'buruk']",hay konsumen xl xl lemah pindah kartu as bang abang promo super diskon wow jawa timur udh pindah kartu as sinyal ok no lag tempur xl promo diskon gedein sinyal lemah semenjak ada sinyal buruk sinyal xl buruk
"['parah', 'jaringan', 'hilang', 'hilang', 'melulu', 'hilang', 'maksud', 'jaringan', 'sinyal', 'kacau', 'parah', 'kecewa', 'mengisi', 'paketan', 'vip', 'jaringan', 'sial', 'kacau', '%', 'parah']",parah jaring hilang hilang melulu hilang maksud jaring sinyal kacau parah kecewa isi paket vip jaring sial kacau  parah
"['loncat', 'mulu', 'sinyal', 'bikin', 'orang', 'stres', 'suasana', 'eh', 'kasih', 'loncat', 'udh', 'kaya', 'orang', 'stres', 'robot', 'sih', 'gerai', 'si', 'gitu', 'gedenya', 'ga', 'kenyamanan', 'konsumen', 'jangan', 'pakai', 'xl', 'beli', 'kuota', 'gede', 'gede', 'sinyalnya', 'udh', 'kaya', 'edge']",loncat mulu sinyal bikin orang stres suasana eh kasih loncat udh kaya orang stres robot sih gerai si gitu gede ga nyaman konsumen jangan pakai xl beli kuota gede gede sinyal udh kaya edge
"['paket', 'unlimited', 'ig', 'fb', 'viu', 'heran', 'tidak', 'dipake', 'kuota', 'viunya', 'udh', 'restart', 'udh', 'hidup', 'mati', 'ttp', 'ngk', 'tidak', 'niat', 'unlimited', 'jangan', 'kasih']",paket unlimited ig fb viu heran tidak dipake kuota viunya udh restart udh hidup mati ttp ngk tidak niat unlimited jangan kasih
"['pengguna', 'xl', 'loyal', 'tidak', 'diskonan', 'berbeda', 'pengguna', 'xl', 'berkali', 'kali', 'diskonan', 'maksud', 'xl', 'kontol']",guna xl loyal tidak diskon beda guna xl kali kali diskon maksud xl kontol
